mediaId,mediaName,violationCode,currentValue,capOrThreshold,network,lastUpdatedAt,lastUpdatedBy
cmofzt13y000004iaqb29f71w,현대백화점 무역센터점 전광판 광고,D,impressions=8500000;dailyFootfall=231143,impressions>dailyFootfall×31,,2026-08-20T05:10:51.788Z,
cmqsuwnmd00020akqsftkqat9,강남구청역 지하철 7호선 CM보드 영상 광고 (디지털),D,impressions=1650000;dailyFootfall=48000,impressions>dailyFootfall×31,,2026-08-19T15:01:26.897Z,
cmo61lsrg000204juraw6dpsw,이태원역 178 외벽 아트월 광고,D,impressions=1800000;dailyFootfall=23286,impressions>dailyFootfall×31,,2026-08-19T15:01:26.918Z,
cms4e45j8000004jo3l2o58a7,이마트24 본점 쇼윈도 LED 사이니지 광고,D,impressions=1800000;dailyFootfall=28000,impressions>dailyFootfall×31,,2026-08-19T15:01:26.929Z,
cmpwxsqf5000004jst7x1huq3,KTX 경주역 출입구 상단 조명 광고 (1번/2번),D,impressions=2500000;dailyFootfall=35000,impressions>dailyFootfall×31,,2026-07-31T16:47:23.309Z,
cmqsvaxtt00000ajjtiqzo55d,장지역 지하철 8호선 CM보드 영상 광고 (디지털),D,impressions=1350000;dailyFootfall=31000,impressions>dailyFootfall×31,,2026-08-19T15:01:26.982Z,
cmrl2hpgw000m04jp7f010nlv,여의도 파크원 미디어월 전광판 광고,D,impressions=5100000;dailyFootfall=85000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.007Z,
cmqsutcos000104kvqvo0eua1,논현역 지하철 7호선 CM보드 조명 광고 (인쇄),D,impressions=1650000;dailyFootfall=34000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.887Z,
cmqsts4as00030aku9se9w9l2,"공덕역 지하철 5,7호선 CM보드 조명 광고 (인쇄)",D,impressions=2700000;dailyFootfall=73000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.144Z,
cmptgcp8w000004lcetwqulfq,양양고속도로 가평휴게소 미디어 광고,D,impressions=2200000;dailyFootfall=18000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.156Z,
cmqa7t29m000404l4hc1dw5zl,제주공항 1층 국내/국제 경계선 LED 광고,D,impressions=3500000;dailyFootfall=48000,impressions>dailyFootfall×31,,2026-08-20T05:19:01.148Z,
cmq97qr8m000004lh178f83fr,스타필드 위례점 LED 전광판 광고,D,impressions=2800000;dailyFootfall=70000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.208Z,
cmrwib77h000m04l28pi9b6ro,인천지하철 1호선 인천터미널역 디지털사이니지 (디지털포스터) 광고,D,impressions=2550000;dailyFootfall=45000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.226Z,
cmq3x5pvz000504jpapuvuztt,성수동 KDB 산업은행 외벽 광고,D,impressions=2500000;dailyFootfall=45000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.235Z,
cmq979xt9000304l1xdjsaylw,스타필드 하남점 LED 전광판 광고,D,impressions=4200000;dailyFootfall=70000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.339Z,
cmq3whqri000h04lgafc3x5zu,성수동 길동우동 외벽 광고,D,impressions=2900000;dailyFootfall=48000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.353Z,
cmqstx2v500000bkkde7vct8z,광화문역 지하철 5호선 CM보드 조명 광고 (인쇄),D,impressions=3300000;dailyFootfall=63000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.410Z,
cmpcamnsx000004i3q2d5ohav,광주 송정역 은성빌딩 전광판 광고,D,impressions=3800000;dailyFootfall=85000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.420Z,
cmpwy0iwv000204jsg5oa2bu2,KTX 경주역 LED전광판 광고,D,impressions=2500000;dailyFootfall=35000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.444Z,
cmqnw98wt000n04jryvia4on2,메가박스 시그니처 구의 이스트폴점 전광판 광고,D,impressions=2800000;dailyFootfall=28000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.454Z,
cmrt2dmsg000104l9my1k54w6,김포공항 국제선 1층 도착장 격리 대합실 캐로셀 PKG 광고,D,impressions=3100000;dailyFootfall=95000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.566Z,
cmrt3x81j000a0ai2n6bw5005,김포공항 TV전시대 LIGHT BOX 광고,D,impressions=3200000;dailyFootfall=95000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.569Z,
cmpdbwneg000004ju3yqfxpqc,원주 남부시장사거리 전광판 광고,D,impressions=1800000;dailyFootfall=35000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.607Z,
cmrt2n1xo000o04lahsa931mf,김포공항 국제선 3층 출발장 격리 대합실 상단 와이드스크린 광고,D,impressions=3300000;dailyFootfall=88000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.620Z,
cmrwfnosu000m04laknk1lk46,인천지하철 1호선 테크노파크역 I-SCREEN 영상광고,D,impressions=1470000;dailyFootfall=25879,impressions>dailyFootfall×31,,2026-08-19T15:01:27.983Z,
cmqa8uayk000004if5mo3208k,제주공항 프로모션 존 광고,D,impressions=1800000;dailyFootfall=55000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.691Z,
cmo60kl2h000004ju46tn4790,서울역 부양빌딩 전광판 광고,D,impressions=9500000;dailyFootfall=298000,impressions>dailyFootfall×31,,2026-08-19T15:01:27.850Z,
cmokdkqkp000004jyotnkpv5h,인천공항 T2 스폰서 미디어 광고,D,impressions=4500000;dailyFootfall=130000,impressions>dailyFootfall×31,,2026-08-19T15:34:40.708Z,
cmrn6o2ez000904l75lkwwgol,신도림역 디큐브시티 LED 영상 광고,D,impressions=1800000;dailyFootfall=30000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.005Z,
cmp0s31ke000404l23ohfyxzd,대구 죽전사거리 윤암빌딩 전광판 광고,D,impressions=3200000;dailyFootfall=95000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.035Z,
cmq97fjbd000704l10023hg6a,더현대 서울 디지털갤러리 광고,D,impressions=3200000;dailyFootfall=54857,impressions>dailyFootfall×31,,2026-08-20T01:55:21.643Z,
cmqsuok4v000004juzcg0peji,목동역 지하철 5호선 CM보드 영상 광고 (디지털),D,impressions=1350000;dailyFootfall=32000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.085Z,
cmqqu3jmw000404jslayiqp5s,공항철도 홍대입구역 4번 출구 패키지 광고,D,impressions=2800000;dailyFootfall=50000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.091Z,
cmqg6okft000104l2yh5dll83,강서구청사거리 SJ라벨라 전광판 광고,D,impressions=2550000;dailyFootfall=82000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.173Z,
cmqnxndxp000004kzq0pe5bke,시그니처 도산 전광판 광고,D,impressions=4800000;dailyFootfall=80000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.180Z,
cmqsvfqun00010ajf9igcanhx,철산역 지하철 7호선 CM보드 조명 광고 (인쇄),D,impressions=1350000;dailyFootfall=42000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.199Z,
cmoxv0c10000004ibkhytl26r,부산 남포동 HL타워 전광판 광고,D,impressions=5800000;dailyFootfall=175000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.224Z,
cmretdztq000d04jzfoizdihm,서면 롯데백화점 중앙몰 디지털포스터 광고,D,impressions=4500000;dailyFootfall=85000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.248Z,
cmqa89ys3000g04laexgq6r7t,제주공항 2층 면세점 라이트박스 광고,D,impressions=2600000;dailyFootfall=35000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.279Z,
cmrm3li4a000104iemha295of,갤러리아 백화점 WEST 출입구 DS 광고,D,impressions=807500;dailyFootfall=8500,impressions>dailyFootfall×31,,2026-08-19T15:01:28.307Z,
cmra67eet000104l76ok7mf72,양양서피비치 선셋바 포토월 광고,D,impressions=1680000;dailyFootfall=28000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.440Z,
cmqa8jogg000b04lapfs3omr9,제주공항 TV전시대 라이트박스 광고,D,impressions=3800000;dailyFootfall=45000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.457Z,
cmqafnkt6000004jo47xxvcrb,지하철 신분당선 강남역 미디어가든 광고,D,impressions=8500000;dailyFootfall=180000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.463Z,
cmqzz9xdu00030aho3swdnc8x,구의역 이스트폴 스퀘어 파노라마 + LED 보드 광고,D,impressions=3200000;dailyFootfall=54570,impressions>dailyFootfall×31,,2026-08-19T15:01:28.466Z,
cmqg6em2r000c04l50zwklunv,강서구청사거리 베스틴빌딩 전광판 광고,D,impressions=2650000;dailyFootfall=85000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.480Z,
cmqsvijtu000204jphuqbhlm3,강동역 지하철 5호선 CM보드 조명 광고 (인쇄),D,impressions=1650000;dailyFootfall=34000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.487Z,
cmqsve0ds00000ajffvsoi5xm,어린이대공원역 지하철 7호선 CM보드 영상 광고 (디지털),D,impressions=2700000;dailyFootfall=33000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.497Z,
cmq3wwc63000j04lgcmp77yeg,성수동 자연도소금빵 외벽 광고,D,impressions=1800000;dailyFootfall=35000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.543Z,
cmp3v92yy000004jr7i6ykgy1,골프장 미디어바 광고,D,impressions=2850000;dailyFootfall=8500,impressions>dailyFootfall×31,,2026-08-20T01:03:06.400Z,
cmq3wd9aw000504l5lfq1lha8,성수동 한서빌딩 외벽광고,D,impressions=2900000;dailyFootfall=48000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.600Z,
cmou04p01000004jmsik3qj6b,부산 해운대 임팩트웨이브 전광판 광고,D,impressions=4500000;dailyFootfall=145000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.606Z,
cmo5yramn000504jul2h2i3y6,시청 프레지던트호텔 아트월 광고,D,impressions=2800000;dailyFootfall=33414,impressions>dailyFootfall×31,,2026-08-19T15:01:28.634Z,
cmp2ucw28000004l7j79f01mm,진주 진주교사거리 전광판 광고,D,impressions=2200000;dailyFootfall=65000,impressions>dailyFootfall×31,,2026-08-19T15:01:28.658Z,
cmrm3e9hb000204jmhn2x9rnz,갤러리아 백화점 EAST B1 MEDIA WALL 광고,D,impressions=807500;dailyFootfall=8500,impressions>dailyFootfall×31,,2026-08-19T15:01:28.664Z,
cmpmip7fl000004ju6113q3tc,구파발역 스마트쉘터 광고,D,impressions=850000;dailyFootfall=18500,impressions>dailyFootfall×31,,2026-08-19T23:08:34.804Z,
